A,B,P,UF,OF,NaNF,InfF,DNF,ZF
ef140cc4,805338c7,2ff44eb7,0,0,0,0,0,0
60820361,329fd331,53a256b6,0,0,0,0,0,0
6eb0f06d,0b800000,3ab0f06d,0,0,0,0,0,0
b5ba502d,5713f13b,cd575735,0,0,0,0,0,0
916b52b3,3f536807,914254ca,0,0,0,0,0,0
9f016ebf,d887cf0a,38095429,0,0,0,0,0,0
5b000000,c8b9e5db,e439e5db,0,0,0,0,0,0
040f2c0d,dbf12cc0,a086e17f,0,0,0,0,0,0
e4afb0b7,007ebed9,a5aed450,0,0,0,0,0,0
19040503,dd065f03,b68a973e,0,0,0,0,0,0
a497e73b,51e5f7e0,b70874ed,0,0,0,0,0,0
da417d4a,805160df,1b1e4081,0,0,0,0,0,0
951c19cd,41ad935a,9753ae92,0,0,0,0,0,0
6791e6b2,ad861dc4,d598df70,0,0,0,0,0,0
a8a34605,da8b6ab0,43b1d620,0,0,0,0,0,0
345a49ef,604d4f02,552f1093,0,0,0,0,0,0
7072c6b0,02638b2a,3357ca28,0,0,0,0,0,0
0f800000,3a800000,0a800000,0,0,0,0,0,0
2efe8843,d8800000,c7fe8843,0,0,0,0,0,0
c15c35a3,c26a4e5f,44498c71,0,0,0,0,0,0
133e665f,3de95168,11ad87b8,0,0,0,0,0,0
545e6b96,48463060,5d2c313e,0,0,0,0,0,0
6c0bb6e9,487b1135,750905bb,0,0,0,0,0,0
bb99fa37,a02caaed,1c4fb5d7,0,0,0,0,0,0
7eefe674,8e3ea885,cdb2aaf6,0,0,0,0,0,0
804b92f1,778ce2fd,b86011b9,0,0,0,0,0,0
9bfc4cbd,ce5d03af,2ad9d1e1,0,0,0,0,0,0
5162e7c0,07260adf,19132be9,0,0,0,0,0,0
c0fa1cb0,e27961cf,63f3a576,0,0,0,0,0,0
a917f742,394d322e,a2f39d93,0,0,0,0,0,0
6fac18da,9a800000,caac18da,0,0,0,0,0,0
11f5bc61,b914b488,8b8ebe33,0,0,0,0,0,0
7963a4e0,8dda724a,c7c24008,0,0,0,0,0,0
e48da1df,80062b7a,25147591,0,0,0,0,0,0
00393f02,75000000,35b93f02,0,0,0,0,0,0
af838e47,7f7f81f0,ef834d7f,0,0,0,0,0,0
8069c0c1,edbb92c8,2eab45d4,0,0,0,0,0,0
c517e39c,e6a6de67,6c460317,0,0,0,0,0,0
13750ce3,d5000000,a8f50ce3,0,0,0,0,0,0
78868072,99efa0c3,d2fbccc2,0,0,0,0,0,0
764b3a9f,353db2ed,6c169852,0,0,0,0,0,0
49800000,61195792,6b195792,0,0,0,0,0,0
f18afaab,140148,b220b33a,0,0,0,0,0,0
4c9712d7,e63810ca,f3593ee6,0,0,0,0,0,0
f6800000,3df8d0a0,f4f8d0a0,0,0,0,0,0,0
807f1c5e,ecab5859,2daabffd,0,0,0,0,0,0
e4000000,8d42d60c,31c2d60c,0,0,0,0,0,0
25a36618,62d32a90,4906c850,0,0,0,0,0,0
38e76829,f9209d10,f2912f13,0,0,0,0,0,0
36526dfc,e7b415c8,de94073d,0,0,0,0,0,0
bc800000,7d000000,fa000000,0,0,0,0,0,0
2f296919,91be9d5a,817c4843,0,0,0,0,0,0
c8c70435,e4a90c83,6e036b81,0,0,0,0,0,0
bc000000,6853ddea,e4d3ddea,0,0,0,0,0,0
c3efb97d,3fc3388f,c436cf41,0,0,0,0,0,0
d96980a9,a5f9692e,3fe37e14,0,0,0,0,0,0
bffe6034,2a087b2d,aa879d81,0,0,0,0,0,0
46000000,adbef56a,b43ef56a,0,0,0,0,0,0
8441a5ab,f6098ed9,3ad01b6d,0,0,0,0,0,0
c45a9279,db60f81a,604013fe,0,0,0,0,0,0
40425425,816f118e,823579e2,0,0,0,0,0,0
5d571baf,00597b17,1e36bde5,0,0,0,0,0,0
fd74979a,9fc199d8,5db8f948,0,0,0,0,0,0
35e61dad,4005c0bd,36707556,0,0,0,0,0,0
b9af87f4,7c31c106,f673c2b3,0,0,0,0,0,0
00436ee9,d96f6ffa,9a36ca07,0,0,0,0,0,0
0005fce4,52800000,1305fce4,0,0,0,0,0,0
15705d18,78d8f398,4ecbb343,0,0,0,0,0,0
285fee19,a6f460ef,8fd5c3ba,0,0,0,0,0,0
92f5a9b3,fcc835f0,50402056,0,0,0,0,0,0
b52e6637,7c2edce4,f1ee3fe9,0,0,0,0,0,0
4676d1c6,1bef0622,22e673c2,0,0,0,0,0,0
d63804e3,80246576,16ec5820,0,0,0,0,0,0
855117f4,da4d4fd5,2027b163,0,0,0,0,0,0
c5d74ddc,7806d4be,fe62cb5b,0,0,0,0,0,0
36bcc5a5,7436e5b9,6b86dde9,0,0,0,0,0,0
04cb81bb,4fa09535,14ff4f63,0,0,0,0,0,0
2f4c9546,6fdccf06,5fb075ba,0,0,0,0,0,0
48000000,b3b33758,bc333758,0,0,0,0,0,0
af90ead4,39461604,a960442d,0,0,0,0,0,0
9a18de98,b605239b,109f01d0,0,0,0,0,0,0
6a5d9724,0b0748cb,35ea336c,0,0,0,0,0,0
d2800000,e985a97d,7c85a97d,0,0,0,0,0,0
76000000,3aa7a55c,7127a55c,0,0,0,0,0,0
ee000000,47e55948,f6655948,0,0,0,0,0,0
d47e2bbc,00007d7a,94ff24e5,0,0,0,0,0,0
1e000000,5d0b84b8,3b8b84b8,0,0,0,0,0,0
fb3f09af,00032d4b,bbc3c782,0,0,0,0,0,0
ad5202d3,70000000,ddd202d3,0,0,0,0,0,0
b6ff32c0,51efae6f,c96eee44,0,0,0,0,0,0
5977360a,de000000,f7f7360a,0,0,0,0,0,0
0019c8f6,413ffe27,01e6ab39,0,0,0,0,0,0
efea216e,0017691f,b08a79dc,0,0,0,0,0,0
006c68b3,f37d6fe1,b46a0aca,0,0,0,0,0,0
90a7d91f,5f2f44f9,b065d54a,0,0,0,0,0,0
b1a3586b,273f3782,997404c6,0,0,0,0,0,0
5ad5979a,c0bee335,dc1f4416,0,0,0,0,0,0
bca851b4,35845a19,b2ae0abc,0,0,0,0,0,0
1b5b5539,b77eb058,935a35a5,0,0,0,0,0,0
b10a214c,d52fd6bd,46bdc142,0,0,0,0,0,0
0b8f98dd,49d806fc,15f259cb,0,0,0,0,0,0
5975cdb1,55bff4a9,6fb84f61,0,0,0,0,0,0
e8d604d6,0025d181,a98aa044,0,0,0,0,0,0
c8deb198,46110d89,cf7c5cbb,0,0,0,0,0,0
a3b86c52,42a320f0,a6eb0965,0,0,0,0,0,0
3788ba29,fc25c2ee,f4311031,0,0,0,0,0,0
b758dadf,298bb7dc,a16cb52c,0,0,0,0,0,0
e363f5bf,291d84ba,cd0c43e6,0,0,0,0,0,0
56000000,89cd883f,a04d883f,0,0,0,0,0,0
ceb7b8ff,b2f2948c,422e177c,0,0,0,0,0,0
28800000,eb2e6c86,d42e6c86,0,0,0,0,0,0
2da85512,c922f51c,b7564e02,0,0,0,0,0,0
711732ff,80797687,b213569b,0,0,0,0,0,0
81327659,64cd8c57,a68f4a9b,0,0,0,0,0,0
c052a9f6,4cd02abd,cdab4d43,0,0,0,0,0,0
29bfd8b6,9fdd3a48,8a25c9c2,0,0,0,0,0,0
37ba8ed7,f4076302,ec4552f4,0,0,0,0,0,0
5f929a49,2c98c8b2,4caefd14,0,0,0,0,0,0
5c1cc98f,c858ff62,e504e679,0,0,0,0,0,0
a7bc6625,35000000,9d3c6625,0,0,0,0,0,0
7728c312,3cdb92ea,7490bfba,0,0,0,0,0,0
800dcdc0,ce000000,0e8dcdc0,0,0,0,0,0,0
4cd08604,24120f2c,316df194,0,0,0,0,0,0
e4800000,cf892763,74892763,0,0,0,0,0,0
89594983,3ea9d033,8890223e,0,0,0,0,0,0
cfca5d15,4800000,94ca5d15,0,0,0,0,0,0
0ca649b2,49800000,16a649b2,0,0,0,0,0,0
8f000000,3daa89ca,8d2a89ca,0,0,0,0,0,0
137dcc52,6df8e7ae,41f6c39f,0,0,0,0,0,0
cdb30a65,0369d48b,91a3891c,0,0,0,0,0,0
aa064f91,18080174,828eb610,0,0,0,0,0,0
801e0102,cfd875b2,1085997e,0,0,0,0,0,0
b3830183,772eb758,eb32d1b4,0,0,0,0,0,0
6a76674d,2cd3eb6f,57cbf9c0,0,0,0,0,0,0
3040d9bb,b63f7d95,a710410d,0,0,0,0,0,0
500d2468,5145fbc9,61da4fab,0,0,0,0,0,0
3a2c96ed,32f73c4d,2da6ae46,0,0,0,0,0,0
24b52bf2,4a0e1dcd,2f4926ef,0,0,0,0,0,0
fb444cae,b1247d95,6cfc42d6,0,0,0,0,0,0
233ed640,3c000000,1fbed640,0,0,0,0,0,0
f915e317,a07916fd,5a11d757,0,0,0,0,0,0
7915d03a,003f1b61,39dfacc2,0,0,0,0,0,0
d468afc7,5c800000,f168afc7,0,0,0,0,0,0
a5d2c58d,e64fe182,4cab2768,0,0,0,0,0,0
e195dc95,dc000000,7e15dc95,0,0,0,0,0,0
20d7a955,3d96f783,1efe5b75,0,0,0,0,0,0
04ef2a7e,dfdb8017,a54d1105,0,0,0,0,0,0
7b1b9e41,33befa3a,6f682f20,0,0,0,0,0,0
998c94d9,ce61f385,2878291a,0,0,0,0,0,0
4571c14c,94d2a947,9ac6f06c,0,0,0,0,0,0
aba9b907,db525af2,478b7613,0,0,0,0,0,0
34002830,f0eb9c5a,e56be653,0,0,0,0,0,0
451473f9,b7800000,bd1473f9,0,0,0,0,0,0
39fb824a,34b253be,2f2f32dd,0,0,0,0,0,0
7a000000,be55f5e7,f8d5f5e7,0,0,0,0,0,0
300f591a,3bef82be,2c861d65,0,0,0,0,0,0
7b3e5034,856e67bc,c1313bae,0,0,0,0,0,0
c16648fe,8aed8fea,0cd5b308,0,0,0,0,0,0
c71acb31,4f638247,d70990f3,0,0,0,0,0,0
de286fde,5949594,a443862e,0,0,0,0,0,0
3ed61786,8acf5fa7,8a2d6d04,0,0,0,0,0,0
f140e569,cd0fa063,7ed871ff,0,0,0,0,0,0
98479bb4,58520c82,b123c77a,0,0,0,0,0,0
a1883236,363dc30e,9849e9af,0,0,0,0,0,0
dbdc458e,05cc166d,a22f9ab9,0,0,0,0,0,0
d8bb0c69,14000000,ad3b0c69,0,0,0,0,0,0
d3854ac6,836d24a3,1776f299,0,0,0,0,0,0
ca940416,8013f737,0b2b1a91,0,0,0,0,0,0
ca000000,45b934db,d03934db,0,0,0,0,0,0
a77ee516,de7ae3bd,4679ce79,0,0,0,0,0,0
296d00a0,50d126ca,3ac1a16c,0,0,0,0,0,0
0074a2ce,41677de4,025d3735,0,0,0,0,0,0
c1a80676,5d969c5a,dfc5b4d0,0,0,0,0,0,0
478b1d01,1eb5b861,26c57f67,0,0,0,0,0,0
6f1e53f8,803b8fe3,afe800a7,0,0,0,0,0,0
215bea2c,61b4de1a,439b5f72,0,0,0,0,0,0
fc8cec2b,977351de,5485f13e,0,0,0,0,0,0
007a2b8f,58b70473,19b2d97c,0,0,0,0,0,0
94ab8e14,f3000000,482b8e14,0,0,0,0,0,0
26a243de,2a800000,11a243de,0,0,0,0,0,0
bc072863,4914eda8,c59d41a5,0,0,0,0,0,0
7120dd51,c76fc85b,f916ac85,0,0,0,0,0,0
b798f1c2,f96bc00a,718cd8a8,0,0,0,0,0,0
4989d4ba,eff45899,fa038e75,0,0,0,0,0,0
5c733cf3,decb75ca,fbc1513f,0,0,0,0,0,0
f8bdee7a,b5800000,6ebdee7a,0,0,0,0,0,0
9dcc8627,6ce8b0df,cb39e6e2,0,0,0,0,0,0
4b7028dc,f0800000,fc7028dc,0,0,0,0,0,0
86450918,bbba27bf,028f4733,0,0,0,0,0,0
86800000,6259e49b,a959e49b,0,0,0,0,0,0
c4e2eced,28cd94b0,ae363b87,0,0,0,0,0,0
3c1d949d,bd9ce818,ba412ada,0,0,0,0,0,0
87bd4a54,3a60d9aa,82a641fb,0,0,0,0,0,0
006365f0,5a59249e,1b40e1ef,0,0,0,0,0,0
64ec42d1,c8414fa7,edb267e2,0,0,0,0,0,0
004420a0,6a9b3f26,2b6de044,0,0,0,0,0,0
d412cbe9,62a787a6,f740219b,0,0,0,0,0,0
bb660b56,7a800000,f6660b56,0,0,0,0,0,0
ba73cd1e,63050dce,ddfd6d6c,0,0,0,0,0,0
f2000000,c524c980,77a4c980,0,0,0,0,0,0
a82cc3c2,9b652327,041aa2d6,0,0,0,0,0,0
77519d88,0fbfeee4,479d2824,0,0,0,0,0,0
5b9cb9a3,368a9337,52a9ac64,0,0,0,0,0,0
98382ebe,b2503ecd,0b15d329,0,0,0,0,0,0
cb355855,ccf06a4f,58aa4e1e,0,0,0,0,0,0
c43fed56,f01c83fd,74eaaf29,0,0,0,0,0,0
006b7ef4,c7017228,87ee27f9,0,0,0,0,0,0
bd800000,aef4f679,2cf4f679,0,0,0,0,0,0
80a6189b,4e42ee76,8f7cf2ba,0,0,0,0,0,0
04e64758,7a3303c2,3fa10744,0,0,0,0,0,0
1822a4de,5b92a906,343a5ad3,0,0,0,0,0,0
e9800000,00526cce,aa526cce,0,0,0,0,0,0
53146719,565726ad,69f97203,0,0,0,0,0,0
4192da23,dd03e051,df174c9a,0,0,0,0,0,0
85d9b3bc,c0b579d7,071a53b1,0,0,0,0,0,0
c24e8edf,614458,8335c2b7,0,0,0,0,0,0
62cc2378,237cc2ab,46c98e25,0,0,0,0,0,0
bbb5d121,455cc0f9,c19cc8c6,0,0,0,0,0,0
1d5bad54,a4800000,825bad54,0,0,0,0,0,0
184829eb,45d6e477,1ea805ad,0,0,0,0,0,0
2b001198,e364cd97,cee4ed0a,0,0,0,0,0,0
7ed74585,13e3c554,533f8894,0,0,0,0,0,0
32cf205c,f4d562ab,e82ca5c1,0,0,0,0,0,0
426c2d13,9a9d0eda,9d90e558,0,0,0,0,0,0
9d40c4c2,ce4ab2e5,2c18a1f6,0,0,0,0,0,0
1ced2b7e,7edbd64f,5c4baac0,0,0,0,0,0,0
8010c666,76422564,b6db96fd,0,0,0,0,0,0
d585e0d8,438b969e,d991ffb3,0,0,0,0,0,0
9316d8d2,ee6625bf,42079d0b,0,0,0,0,0,0
afa21640,a8e01b59,190de4c9,0,0,0,0,0,0
cdddb6fd,8000944a,0e5eb7d9,0,0,0,0,0,0
56495eef,cd0f0bfe,e3e10aed,0,0,0,0,0,0
2961a849,ee8939ce,d871ec06,0,0,0,0,0,0
69800000,855fb382,af5fb382,0,0,0,0,0,0
0007ce32,e2c719f3,a3533e1a,0,0,0,0,0,0
ec6b4822,8041d3ee,2d322429,0,0,0,0,0,0
e4662333,063569af,ab2315e5,0,0,0,0,0,0
5a9f4b1b,149c7693,2fc2b719,0,0,0,0,0,0
f426d6b3,1f000000,d3a6d6b3,0,0,0,0,0,0
27920cfd,199ce818,01b308a7,0,0,0,0,0,0
4c9a3802,8c000000,991a3802,0,0,0,0,0,0
576365a0,42463d13,5a3016da,0,0,0,0,0,0
3f93045b,a33fca5e,a35c48ef,0,0,0,0,0,0
005d5930,4ce2235d,0dc38750,0,0,0,0,0,0
766c1e5b,8027ce3e,b71ac607,0,0,0,0,0,0
a53fd226,c1800000,273fd226,0,0,0,0,0,0
430d9865,37406f43,3ad4dfac,0,0,0,0,0,0
305cdecc,ce0bd088,bef141c6,0,0,0,0,0,0
7a04f347,9cbbb49c,d742f702,0,0,0,0,0,0
3e000000,365db4f5,34ddb4f5,0,0,0,0,0,0
c451b03a,eefa74ea,73cd25dc,0,0,0,0,0,0
375b779b,3d15ef5f,350089d3,0,0,0,0,0,0
66627510,4431c9e9,6b1d458c,0,0,0,0,0,0
263294a0,6002a2e4,46b64235,0,0,0,0,0,0
29713c79,f8d91ebf,e2cc993c,0,0,0,0,0,0
0b5d23aa,e89e7250,b488dec2,0,0,0,0,0,0
49000000,5339a0d0,5cb9a0d0,0,0,0,0,0,0
bbc43f9a,b4b6a1c2,310c0138,0,0,0,0,0,0
a38cdca3,d884cc9a,3c9224b1,0,0,0,0,0,0
a9800000,d86467a0,426467a0,0,0,0,0,0,0
9bcf050c,f0b88155,4d153437,0,0,0,0,0,0
b29eac3b,1b7d0067,8e9cd076,0,0,0,0,0,0
640446dc,5acc7bb9,7f5350ca,0,0,0,0,0,0
530e0323,c5aa522b,d93cf754,0,0,0,0,0,0
f4a3888b,a6000000,5b23888b,0,0,0,0,0,0
53887059,007055a1,148016f7,0,0,0,0,0,0
589368af,54ca30de,6de8d97b,0,0,0,0,0,0
04ab3072,ccc27f77,92020ff3,0,0,0,0,0,0
9b8a45c5,64c3c8a3,c0d37f07,0,0,0,0,0,0
d5170520,3d9ddcbe,d33a40ba,0,0,0,0,0,0
80162968,d786810a,181dcaba,0,0,0,0,0,0
c23c81c1,eae032a4,6da516d3,0,0,0,0,0,0
16da3d6f,3a23844c,118b65e6,0,0,0,0,0,0
df5d0d68,a24d40dc,42313bbe,0,0,0,0,0,0
49463c9d,49b16546,53895e55,0,0,0,0,0,0
61ac8f1b,8026c1f8,a260cf15,0,0,0,0,0,0
d08e753e,675d492c,f87647dd,0,0,0,0,0,0
ca645f63,19be6f30,a4a9e1fc,0,0,0,0,0,0
54bc4932,84000000,993c4932,0,0,0,0,0,0
cd4644a6,4227befa,d001eab1,0,0,0,0,0,0
99d19f96,34a2001d,8f04a715,0,0,0,0,0,0
d96d1199,117a703a,ab67eb1d,0,0,0,0,0,0
00fd0a15,558d1f06,170b7d38,0,0,0,0,0,0
c8781b4c,1c9cd91c,a598030d,0,0,0,0,0,0
d5949f76,47050de6,dd1a7dd4,0,0,0,0,0,0
46278d30,b6fc0576,bda4f28e,0,0,0,0,0,0
1634a0bd,cadf0a56,a19d5f50,0,0,0,0,0,0
c6aafa05,445d79ca,cb93eb2d,0,0,0,0,0,0
9bfafc9a,d9da28a7,3655e2f6,0,0,0,0,0,0
806501a5,da7e1260,1b634812,0,0,0,0,0,0
82ce7089,4587228c,88d9f268,0,0,0,0,0,0
13ef9312,6156786c,35c8b5a3,0,0,0,0,0,0
c51c2fcb,a988572f,2f265d2a,0,0,0,0,0,0
9f80257a,41000000,a100257a,0,0,0,0,0,0
d1954f1a,9f1eaf51,31391a25,0,0,0,0,0,0
250a472e,43269e7e,28b3ff88,0,0,0,0,0,0
3acc189d,305dbcf0,2bb0c7e1,0,0,0,0,0,0
7a2fdf20,3836a483,72faf34b,0,0,0,0,0,0
97817104,e0e3d6f9,38e667d2,0,0,0,0,0,0
48bbc9a4,aab8ee8d,b407a7eb,0,0,0,0,0,0
20348100,dbb54c69,bc7faa2b,0,0,0,0,0,0
3f02df10,ab287c28,aaac43b6,0,0,0,0,0,0
a3879c00,f5800000,59879c00,0,0,0,0,0,0
89aa3a15,76caf186,c106f26e,0,0,0,0,0,0
0075bda4,5a803831,1b762985,0,0,0,0,0,0
41183384,694cfade,6af3bc67,0,0,0,0,0,0
e654f9b1,d4ad9b2d,7b906dd5,0,0,0,0,0,0
15555d24,2bd83fd1,01b43bc6,0,0,0,0,0,0
32000000,1d280d6d,0fa80d6d,0,0,0,0,0,0
678ed30a,9797641b,bfa8eca9,0,0,0,0,0,0
94d319df,d5c4c34f,2b2240dd,0,0,0,0,0,0
2c5761c3,caa54d9e,b78b1350,0,0,0,0,0,0
60800000,ad5e5037,ce5e5037,0,0,0,0,0,0
fa9a10a7,a1f38176,5d128bb8,0,0,0,0,0,0
3c0fe1d8,6c310f17,68c70743,0,0,0,0,0,0
c97d02f6,be2180db,481f9e37,0,0,0,0,0,0
4d0301a6,63000000,708301a6,0,0,0,0,0,0
bfd2fc79,005be135,80b53797,0,0,0,0,0,0
002eb678,ca364ce6,8af8d469,0,0,0,0,0,0
cebf7c7e,ab527144,3a9d68d8,0,0,0,0,0,0
ca800000,00fbe088,8bfbe088,0,0,0,0,0,0
036ad980,759e765e,39915ed3,0,0,0,0,0,0
fb50ffe6,8036267e,3c14b55a,0,0,0,0,0,0
231ea308,d85be4f3,bc084358,0,0,0,0,0,0
945a35a8,54dbc2c7,a9bb51ed,0,0,0,0,0,0
e1000000,1eb4c990,c034c990,0,0,0,0,0,0
c875b90c,4bde2f1f,d4d543b3,0,0,0,0,0,0
8e2c1583,7ed124cd,cd8c964d,0,0,0,0,0,0
55f80d93,ad1fbcdb,c39ac76c,0,0,0,0,0,0
19bf66fc,70b2018c,4b0516c3,0,0,0,0,0,0
365423b6,94de6e29,8bb85241,0,0,0,0,0,0
4862dd23,996b4dd7,a25085fa,0,0,0,0,0,0
bc5b2edc,718241c2,ee5f0c31,0,0,0,0,0,0
31800000,28308377,1a308377,0,0,0,0,0,0
b9ce5931,c5b1a68d,400f31ea,0,0,0,0,0,0
e8ca920c,000b2299,a95c315a,0,0,0,0,0,0
00152d8b,d9cf051d,9a71459c,0,0,0,0,0,0
002e0673,731a81bd,33d21026,0,0,0,0,0,0
2f167053,aeb8c23f,9e5925c4,0,0,0,0,0,0
53800000,d5ac1be5,e9ac1be5,0,0,0,0,0,0
8066ee60,60038451,a0ed46ae,0,0,0,0,0,0
60119d38,c3c04179,e45ab64f,0,0,0,0,0,0
af2749ef,4ef768c6,bea1accd,0,0,0,0,0,0
25ef3ca6,ac800000,92ef3ca6,0,0,0,0,0,0
4d0a2f56,003dc221,0dccdb78,0,0,0,0,0,0
52000000,1a05f5de,2c85f5de,0,0,0,0,0,0
80036e31,db7262bf,1bf8e1b9,0,0,0,0,0,0
80445587,e83e4764,2911ee3b,0,0,0,0,0,0
da67fb0d,1742520e,b230169b,0,0,0,0,0,0
44c52c57,b8c497d8,be176ae6,0,0,0,0,0,0
43b8f632,000a990a,4484693,0,0,0,0,0,0
14249d77,fdd604f6,d2899ed2,0,0,0,0,0,0
0476c3e3,f5aff7d3,baa99ecb,0,0,0,0,0,0
803c108f,cbaa953f,0c7aa146,0,0,0,0,0,0
bca931e8,b47f12d6,31a89529,0,0,0,0,0,0
f696d4c4,47757477,fe909e3e,0,0,0,0,0,0
36800000,116e3b50,086e3b50,0,0,0,0,0,0
54c07801,8800000,1dc07801,0,0,0,0,0,0
c6002cff,44b7afc9,cb37f05b,0,0,0,0,0,0
e18f5018,14728e77,b687c978,0,0,0,0,0,0
1ab71386,f608e78c,d143cfec,0,0,0,0,0,0
99aadeaf,73d2b987,ce0ca681,0,0,0,0,0,0
17476313,ed800000,c5476313,0,0,0,0,0,0
a5fbdeeb,7c9bb56c,e3193277,0,0,0,0,0,0
a3c66197,3b3a1eb5,9f903ab3,0,0,0,0,0,0
cb95d435,cefc7da7,5b13c66f,0,0,0,0,0,0
b2f58586,64e7f5c7,d85e7734,0,0,0,0,0,0
52fd262b,10a312a7,242141bf,0,0,0,0,0,0
7b000000,8067ed83,bbe7ed83,0,0,0,0,0,0
806b74cd,f8800000,396b74cd,0,0,0,0,0,0
5835e6cb,47b0476c,607a82d7,0,0,0,0,0,0
431dfa3f,93be1012,976a934b,0,0,0,0,0,0
cb800000,716fc599,fd6fc599,0,0,0,0,0,0
886cfa88,6484d043,ad75e3ef,0,0,0,0,0,0
efe540df,150c73bf,c57b8e42,0,0,0,0,0,0
435d2ec4,b3244ae5,b70df2ab,0,0,0,0,0,0
0ee937b4,b8f07881,885b1200,0,0,0,0,0,0
ba000000,c7400427,41c00427,0,0,0,0,0,0
3d1403d2,d5549138,d2f5ce41,0,0,0,0,0,0
0052dd54,e1c5a082,a2a2c887,0,0,0,0,0,0
18f13c5a,36e074a1,105382b6,0,0,0,0,0,0
4441ad72,71e1c52c,76aace9d,0,0,0,0,0,0
54800000,49000000,5e000000,0,0,0,0,0,0
a97662d5,bad02ac2,24c85974,0,0,0,0,0,0
44dc7f9c,b99a4d67,bf04e76f,0,0,0,0,0,0
f337465b,9f00b6ad,52b84beb,0,0,0,0,0,0
e0c14b06,067da798,a7bf85b0,0,0,0,0,0,0
39cace74,398e6d50,33e1aa3b,0,0,0,0,0,0
5d992dd2,da0be0b8,f82764ae,0,0,0,0,0,0
31432f44,278d7a21,1957bc4c,0,0,0,0,0,0
33eb35c9,1fc9aaee,14394a47,0,0,0,0,0,0
f456c42f,3bd24c8a,f0b06d25,0,0,0,0,0,0
b9b51361,f4dd6f63,6f1ca084,0,0,0,0,0,0
18800000,4503a807,1e03a807,0,0,0,0,0,0
24790486,52c9d8c2,37c45766,0,0,0,0,0,0
6a800000,0d91cc89,3891cc89,0,0,0,0,0,0
fc8f49f4,95016139,5210d55e,0,0,0,0,0,0
6d11dbfc,a90e52eb,d6a22e88,0,0,0,0,0,0
82b3dc90,61a50b08,a4e7e9d2,0,0,0,0,0,0
ee000000,83e54abe,32654abe,0,0,0,0,0,0
032ae7fe,c0f66cbb,84a48385,0,0,0,0,0,0
8f2a5094,d33df7b5,22fcc493,0,0,0,0,0,0
71d0ba35,800893f4,b25eb71c,0,0,0,0,0,0
5d68da56,a56d6784,c357f04a,0,0,0,0,0,0
6f2073ce,4ebd09fd,7e6cf783,0,0,0,0,0,0
004c0e55,e22ccd96,a309bd80,0,0,0,0,0,0
93000000,eb208bd9,3ea08bd9,0,0,0,0,0,0
c51539c5,d31d4447,58b75875,0,0,0,0,0,0
0e565f49,654bd07e,342aac26,0,0,0,0,0,0
7800000,be1af458,861af458,0,0,0,0,0,0
b4314445,8e3e32a0,0303b3b9,0,0,0,0,0,0
6b2c7b96,c6800000,f22c7b96,0,0,0,0,0,0
254ba5ec,7b89bcc9,615b23f2,0,0,0,0,0,0
