[00m[37mmake results.xml
[00m[37m[36mmake[1]: Entering directory '/vagrant/Verification/FPMUL'
[00m[37mPYTHONPATH=/home/vagrant/cocotb/build/libs/x86_64:/home/vagrant/cocotb:/home/vagrant/Verification/FPMUL: LD_LIBRARY_PATH=/home/vagrant/cocotb/build/libs/x86_64::/usr/lib:/usr/lib:/usr/lib:/usr/lib MODULE=FPMUL_TB \
        TESTCASE= TOPLEVEL=FPMUL TOPLEVEL_LANG=verilog \
        /usr/bin/vvp -M /home/vagrant/cocotb/build/libs/x86_64 -m gpivpi sim_build/sim.vvp   
     -.--ns INFO     cocotb.gpi                                  gpi_embed.c:111  in embed_init_python               Did not detect virtual environment. Using system-wide Python interpreter.
   40.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   40.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:27   in _monitor_recv                   OutputMonitor: dut.Done asserted, forming product 
   40.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:37   in _monitor_recv                   OutputMonitor: result is 10000000000000000000000000000000
   40.00ns ERROR    cocotb.scoreboard.FPMUL.output            scoreboard.py:116  in compare                         Received transaction differed from expected output
   40.00ns INFO     cocotb.scoreboard.FPMUL.output            scoreboard.py:120  in compare                         Expected:
                                                                                                                    01000100001010001010100001111011
   40.00ns INFO     cocotb.scoreboard.FPMUL.output            scoreboard.py:130  in compare                         Received:
                                                                                                                    10000000000000000000000000000000
   40.00ns WARNING  cocotb.scoreboard.FPMUL.output            scoreboard.py:137  in compare                         Difference:
                                                                                                                    0000      3031303030313030 3030313031303030 0100010000101000
                                                                                                                         0000 3130303030303030 3030303030303030 1000000000000000
                                                                                                                    0010      3130313031303030 3031313131303131 1010100001111011
                                                                                                                         0010 3030303030303030 3030303030303030 0000000000000000
                                                                                                                    
   40.00ns WARNING  ..tine._monitor_recv.0x7f4b00035210       decorators.py:124  in send                            Received transaction differed from expectedtransaction
   40.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 3, Done 1, cnt 4
   40.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
   40.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:173  in run_test                        After clock cycles: A is 10000111001110010111000010100110, B is 11111100011010001101010100100011, P is 10000000000000000000000000000000
   40.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:176  in run_test                        Done flag raised
   40.00ns ERROR    cocotb.regression                         regression.py:297  in handle_result                   Test Failed: run_test_001 (result was TestFailure)
   40.00ns INFO     cocotb.regression                         regression.py:318  in execute                         Running test 2/36: run_test_002
   40.00ns INFO     ..coroutine._my_test.0x7f4b00068b50       decorators.py:211  in send                            Starting test: "run_test_002"
                                                                                                                    Description: Automatically generated test
                                                                                                                    
                                                                                                                    	A: randomFloat (Random Float)
                                                                                                                    	B: randomNormalFloat (Random Normal Float)
                                                                                                                    
   40.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:24   in _monitor_recv                   InputMonitor _monitor_recv started
   40.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 0
   40.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:17   in _monitor_recv                   OutputMonitor _monitor_recv started
   40.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 0
   40.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 0
   40.00ns INFO     cocotb.scoreboard.FPMUL                   scoreboard.py:177  in add_interface                   Created with reorder_depth 0
   40.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:81   in reset                           Resetting DUT
   45.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 1
   45.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 1
   45.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 0
   50.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 2
   50.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 2
   50.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 0
   50.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:87   in reset                           Out of reset
   50.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:147  in run_test                        Before _driver_send: A is 10000111001110010111000010100110, B is 11111100011010001101010100100011, P is 10000000000000000000000000000000
   50.00ns INFO     cocotb.FPMUL.                           FPMUL_Driver.py:48   in _driver_send                    _driver_send will send: 01001110110000010001000110110110
   55.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 3
   55.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 3
   55.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   55.00ns INFO     cocotb.FPMUL.                           FPMUL_Driver.py:51   in _driver_send                    _driver_send will send: 00010101001101110110000000011100
   60.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 4
   60.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 4
   60.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   60.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:155  in run_test                        After _driver_send: A is 01001110110000010001000110110110, B is 00010101001101110110000000011100, P is 10000000000000000000000000000000
   65.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 5
   65.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:33   in _monitor_recv                   InputMonitor: dut.Start asserted, forming lhs and rhs
   65.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:57   in model                           model is called
   65.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:67   in model                           model is appending product: 00100100100010100100110000100101
   65.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 5
   65.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   65.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 0, Done 0, cnt 2
   65.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
   70.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 6
   70.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 6
   70.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   70.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 1, Done 0, cnt 3
   70.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
   75.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 7
   75.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 7
   75.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   75.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 2, Done 0, cnt 4
   75.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
   80.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 8
   80.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 8
   80.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   80.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:27   in _monitor_recv                   OutputMonitor: dut.Done asserted, forming product 
   80.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:37   in _monitor_recv                   OutputMonitor: result is 10000000000000000000000000000000
   80.00ns ERROR    cocotb.scoreboard.FPMUL.output            scoreboard.py:116  in compare                         Received transaction differed from expected output
   80.00ns INFO     cocotb.scoreboard.FPMUL.output            scoreboard.py:120  in compare                         Expected:
                                                                                                                    00100100100010100100110000100101
   80.00ns INFO     cocotb.scoreboard.FPMUL.output            scoreboard.py:130  in compare                         Received:
                                                                                                                    10000000000000000000000000000000
   80.00ns WARNING  cocotb.scoreboard.FPMUL.output            scoreboard.py:137  in compare                         Difference:
                                                                                                                    0000      3030313030313030 3130303031303130 0010010010001010
                                                                                                                         0000 3130303030303030 3030303030303030 1000000000000000
                                                                                                                    0010      3031303031313030 3030313030313031 0100110000100101
                                                                                                                         0010 3030303030303030 3030303030303030 0000000000000000
                                                                                                                    
   80.00ns WARNING  ..tine._monitor_recv.0x7f4afffdae50       decorators.py:124  in send                            Received transaction differed from expectedtransaction
   80.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 3, Done 1, cnt 4
   80.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
   80.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:173  in run_test                        After clock cycles: A is 01001110110000010001000110110110, B is 00010101001101110110000000011100, P is 10000000000000000000000000000000
   80.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:176  in run_test                        Done flag raised
   80.00ns ERROR    cocotb.regression                         regression.py:297  in handle_result                   Test Failed: run_test_002 (result was TestFailure)
   80.00ns INFO     cocotb.regression                         regression.py:318  in execute                         Running test 3/36: run_test_003
   80.00ns INFO     ..coroutine._my_test.0x7f4b00068950       decorators.py:211  in send                            Starting test: "run_test_003"
                                                                                                                    Description: Automatically generated test
                                                                                                                    
                                                                                                                    	A: randomFloat (Random Float)
                                                                                                                    	B: randomNanFloat (Random NaN Float)
                                                                                                                    
   80.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:24   in _monitor_recv                   InputMonitor _monitor_recv started
   80.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 0
   80.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:17   in _monitor_recv                   OutputMonitor _monitor_recv started
   80.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 0
   80.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 0
   80.00ns INFO     cocotb.scoreboard.FPMUL                   scoreboard.py:177  in add_interface                   Created with reorder_depth 0
   80.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:81   in reset                           Resetting DUT
   85.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 1
   85.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 1
   85.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 0
   90.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 2
   90.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 2
   90.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 0
   90.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:87   in reset                           Out of reset
   90.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:147  in run_test                        Before _driver_send: A is 01001110110000010001000110110110, B is 00010101001101110110000000011100, P is 10000000000000000000000000000000
   90.00ns INFO     cocotb.FPMUL.                           FPMUL_Driver.py:48   in _driver_send                    _driver_send will send: 01011010001110101000000001001001
   95.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 3
   95.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 3
   95.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
   95.00ns INFO     cocotb.FPMUL.                           FPMUL_Driver.py:51   in _driver_send                    _driver_send will send: 11111111100100011101001010101011
  100.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 4
  100.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 4
  100.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
  100.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:155  in run_test                        After _driver_send: A is 01011010001110101000000001001001, B is 11111111100100011101001010101011, P is 10000000000000000000000000000000
  105.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 5
  105.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:33   in _monitor_recv                   InputMonitor: dut.Start asserted, forming lhs and rhs
  105.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:57   in model                           model is called
  105.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:67   in model                           model is appending product: 11111111111111111111111111111111
  105.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 5
  105.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
  105.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 0, Done 0, cnt 2
  105.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
  110.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 6
  110.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 6
  110.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
  110.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 1, Done 0, cnt 3
  110.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
  115.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 7
  115.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 7
  115.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
  115.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:165  in run_test                        Iter 2, Done 0, cnt 4
  115.00ns INFO     cocotb.FPMUL                                FPMUL_TB.py:166  in run_test                        run_test initSig 1
  120.00ns INFO     cocotb.FPMUL                       ..UL_InputMonitor.py:29   in _monitor_recv                   InputMonitor _monitor_recv iter 8
  120.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:22   in _monitor_recv                   OutputMonitor _monitor_recv iter 8
  120.00ns INFO     cocotb.FPMUL                       ..L_OutputMonitor.py:23   in _monitor_recv                   OutputMonitor initSig 1
